case,groups,purpose,tp,pp,network_provenance,network_mode,configured_network_cap_gbps,nccl_transport_provenance,physical_gpu_indices,max_num_batched_tokens,max_num_seqs,max_num_active_seqs,kv_cache_dtype,kv_cache_memory_bytes,offload_gib_total,prefix_caching,observability_profile,bench,status,requested_input_tokens,requested_output_tokens,concurrency,prompts_requested,warmups,request_rate,burstiness,probe_request_rate,bench_exit_code,completed,failed,duration,request_throughput,output_throughput,total_token_throughput,mean_ttft_ms,p50_ttft_ms,p95_ttft_ms_raw,p99_ttft_ms_raw,mean_tpot_ms,p50_tpot_ms,p95_tpot_ms_raw,p99_tpot_ms_raw,mean_itl_ms,mean_e2el_ms,actual_input_min,actual_input_max,actual_input_mean,actual_output_min,actual_output_max,actual_output_mean,input_len_exact_match,metric_samples,peak_kv_usage,peak_running,peak_waiting,mean_running,mean_waiting,preemptions_delta,preemptions_metric,prefix_hits_delta,prefix_queries_delta,prefix_hit_metric,prefix_query_metric,offload_bytes_delta,offload_time_delta_s,queue_mean_s_from_hist,prefill_mean_s_from_hist,decode_mean_s_from_hist,inference_mean_s_from_hist,gpu_node_stats_json,metrics_capture_status,p95_reliable,p99_reliable,p95_ttft_ms,p99_ttft_ms,p95_tpot_ms,p99_tpot_ms,prefix_first_ttft_ms,prefix_repeat_ttft_median_ms
tp4_context_baseline,baseline;long_context;single_node,Warmed-server context scaling to nominal 1M input tokens.,4,1,SINGLE_NODE_LOCAL,local,0,,"[0, 1, 2, 3]",8192,8,,auto,,0,False,full,512k_c1,COMPLETED,524288,64,1,3,0,inf,,,0,3,0,97.1792366869995,0.03087079197444793,1.9757306863646675,16187.161513385721,31916.194356666285,31916.795249999268,31918.25156699906,31918.381017399042,7.565417285717866,7.568083587304702,7.5721728587340635,7.572536349527784,7.565424693114307,32392.81564566651,524288,524288,524288,64,64,64,True,188,0.06455664405928163,1.0,0.0,0.8351063829787234,0.0,0.0,vllm:num_preemptions_total,0.0,0.0,vllm:prefix_cache_hits_total,vllm:prefix_cache_queries_total,,,1.6089999917312525e-05,31.206183256333436,0.4758935456672286,31.682076802000665,"{""node0"": {""gpu_mem_used_peak_mb"": 90513.0, ""gpu_power_mean_w"": 405.2233244680851, ""gpu_samples"": 752, ""gpu_sm_clock_mean_mhz"": 2410.3882978723404, ""gpu_util_mean_pct"": 83.61170212765957, ""gpu_util_peak_pct"": 100.0}}",CAPTURED,False,False,,,,,,
tp4_context_baseline,baseline;long_context;single_node,Warmed-server context scaling to nominal 1M input tokens.,4,1,SINGLE_NODE_LOCAL,local,0,,"[0, 1, 2, 3]",8192,8,,auto,,0,False,full,1m_c1,COMPLETED,1000000,32,1,2,0,inf,,,0,2,0,187.1328266649998,0.010687595734233987,0.3420030634954876,10687.937737297481,93247.85847049952,93247.85847049952,93256.66026934968,93257.4426514697,10.266642967742941,10.266642967742941,10.272574403223834,10.273101641933247,10.266672000016701,93566.12440249955,1000000,1000000,1000000,32,32,32,True,340,0.12289625722180353,1.0,0.0,0.8970588235294118,0.0,0.0,vllm:num_preemptions_total,0.0,0.0,vllm:prefix_cache_hits_total,vllm:prefix_cache_queries_total,,,1.7600000319362152e-05,91.8925390684999,0.31586256199989293,92.2084016304998,"{""node0"": {""gpu_mem_used_peak_mb"": 90513.0, ""gpu_power_mean_w"": 483.22951470588237, ""gpu_samples"": 1360, ""gpu_sm_clock_mean_mhz"": 2419.983823529412, ""gpu_util_mean_pct"": 89.9639705882353, ""gpu_util_peak_pct"": 100.0}}",CAPTURED,False,False,,,,,,
tp8_context_baseline,baseline;long_context;single_node;tp_compare,Matched TP8 context scaling.,8,1,SINGLE_NODE_LOCAL,local,0,,"[0, 1, 2, 3, 4, 5, 6, 7]",8192,8,,auto,,0,False,full,8k_c1,COMPLETED,8192,128,1,10,2,inf,,,0,10,0,10.699360960999911,0.9346352587272135,119.63331311708333,7776.165352610416,263.311382700158,263.1088230009482,265.359897500457,265.92671390084433,6.350044003150066,6.351270019690924,6.365202177165504,6.365859786618119,6.35004545984118,1069.7669711002163,8192,8192,8192,128,128,128,True,36,0.0011211809772960768,1.0,0.0,0.4166666666666667,0.0,0.0,vllm:num_preemptions_total,0.0,0.0,vllm:prefix_cache_hits_total,vllm:prefix_cache_queries_total,,,6.603999827348161e-06,0.24777591880010733,0.8065945163996731,1.0543704351997802,"{""node0"": {""gpu_mem_used_peak_mb"": 88569.0, ""gpu_power_mean_w"": 131.55939285714285, ""gpu_samples"": 280, ""gpu_sm_clock_mean_mhz"": 2345.917857142857, ""gpu_util_mean_pct"": 50.246428571428574, ""gpu_util_peak_pct"": 100.0}}",CAPTURED,False,False,,,,,,
tp8_context_baseline,baseline;long_context;single_node;tp_compare,Matched TP8 context scaling.,8,1,SINGLE_NODE_LOCAL,local,0,,"[0, 1, 2, 3, 4, 5, 6, 7]",8192,8,,auto,,0,False,full,128k_c1,COMPLETED,131072,128,1,5,1,inf,,,0,5,0,28.55631148499924,0.17509264117064008,22.41185806984193,22972.154521587978,4809.569065400137,4801.410856000075,4846.267727000304,4849.007805400543,7.0981996031487204,7.111756858276341,7.1527951007852595,7.1591100248793005,7.098202784254681,5711.040415000025,131072,131072,131072,128,128,128,True,69,0.016070260674577175,1.0,0.0,0.6376811594202898,0.0,0.0,vllm:num_preemptions_total,0.0,0.0,vllm:prefix_cache_hits_total,vllm:prefix_cache_queries_total,,,2.0962000053259545e-05,4.62011673900015,0.9012636375995499,5.5213803765997,"{""node0"": {""gpu_mem_used_peak_mb"": 89361.0, ""gpu_power_mean_w"": 188.4880072463768, ""gpu_samples"": 552, ""gpu_sm_clock_mean_mhz"": 2377.3333333333335, ""gpu_util_mean_pct"": 65.60507246376811, ""gpu_util_peak_pct"": 100.0}}",CAPTURED,False,False,,,,,,
tp8_context_baseline,baseline;long_context;single_node;tp_compare,Matched TP8 context scaling.,8,1,SINGLE_NODE_LOCAL,local,0,,"[0, 1, 2, 3, 4, 5, 6, 7]",8192,8,,auto,,0,False,full,512k_c1,COMPLETED,524288,64,1,3,0,inf,,,0,3,0,86.05401454099956,0.034861825052574166,2.2311568033647466,18279.86768996737,28088.720812333122,28083.86327899825,28099.542827000005,28100.93656460016,9.455463301578892,9.45852276189336,9.462705919031578,9.463077755221642,9.4554692804142,28684.415000332592,524288,524288,524288,64,64,64,True,168,0.06390731570587682,1.0,0.0,0.8154761904761905,0.0,0.0,vllm:num_preemptions_total,0.0,0.0,vllm:prefix_cache_hits_total,vllm:prefix_cache_queries_total,,,1.9570000101036083e-05,27.354545858999092,0.5950443846674413,27.949590243666535,"{""node0"": {""gpu_mem_used_peak_mb"": 89363.0, ""gpu_power_mean_w"": 280.7348511904762, ""gpu_samples"": 1344, ""gpu_sm_clock_mean_mhz"": 2407.8177083333335, ""gpu_util_mean_pct"": 81.92782738095238, ""gpu_util_peak_pct"": 100.0}}",CAPTURED,False,False,,,,,,
tp8_context_baseline,baseline;long_context;single_node;tp_compare,Matched TP8 context scaling.,8,1,SINGLE_NODE_LOCAL,local,0,,"[0, 1, 2, 3, 4, 5, 6, 7]",8192,8,,auto,,0,False,full,1m_c1,COMPLETED,1000000,32,1,1,0,inf,,,0,1,0,75.063018113,0.013322139518752074,0.4263084646000664,13322.565827216675,74687.51421699926,74687.51421699926,74687.51421699926,74687.51421699926,12.101509870966941,12.101509870966941,12.101509870966941,12.101509870966941,12.101520193497098,75062.66102299924,1000000,1000000,1000000,32,32,32,True,149,0.12177271170076931,1.0,0.0,0.8120805369127517,0.0,0.0,vllm:num_preemptions_total,0.0,0.0,vllm:prefix_cache_hits_total,vllm:prefix_cache_queries_total,,,2.294000114488881e-05,73.31257821999861,0.37365164600123535,73.68622986599985,"{""node0"": {""gpu_mem_used_peak_mb"": 89369.0, ""gpu_power_mean_w"": 319.7124161073825, ""gpu_samples"": 1192, ""gpu_sm_clock_mean_mhz"": 2421.7239932885905, ""gpu_util_mean_pct"": 81.46392617449665, ""gpu_util_peak_pct"": 100.0}}",CAPTURED,False,False,,,,,,
tp4_prefill_focus,prefill_decode;long_context,Isolate prefill/TTFT with minimal decode work.,4,1,SINGLE_NODE_LOCAL,local,0,,"[0, 1, 2, 3]",8192,8,,auto,,0,False,full,8k_prefill,COMPLETED,8192,4,1,8,1,inf,,,0,8,0,1.8891125030004332,4.234792786185993,16.939171144743973,34708.3616755804,222.65693800022746,222.4338030009676,225.60365250019458,225.8657129002495,4.449391208330174,4.46744999984124,4.490682450159511,4.497189556896046,4.4494337084112585,236.00511162521798,8192,8192,8192,4,4,4,True,22,0.0,0.0,0.0,0.0,0.0,0.0,vllm:num_preemptions_total,0.0,0.0,vllm:prefix_cache_hits_total,vllm:prefix_cache_queries_total,,,7.737499799986836e-06,0.2087208092500532,0.013419307500271316,0.22214011675032452,"{""node0"": {""gpu_mem_used_peak_mb"": 88745.0, ""gpu_power_mean_w"": 114.61477272727272, ""gpu_samples"": 88, ""gpu_sm_clock_mean_mhz"": 2311.2954545454545, ""gpu_util_mean_pct"": 13.988636363636363, ""gpu_util_peak_pct"": 100.0}}",CAPTURED,False,False,,,,,,
tp4_prefill_focus,prefill_decode;long_context,Isolate prefill/TTFT with minimal decode work.,4,1,SINGLE_NODE_LOCAL,local,0,,"[0, 1, 2, 3]",8192,8,,auto,,0,False,full,128k_prefill,COMPLETED,131072,4,1,5,1,inf,,,0,5,0,22.762306888998864,0.2196613912808866,0.8786455651235464,28792.33652353349,4536.906719800027,4531.948268000633,4550.32904580039,4551.383687560228,5.115118666678123,5.133599999680882,5.158792000050501,5.162475733474518,5.115218666590712,4552.252075800061,131072,131072,131072,4,4,4,True,58,0.01626475759859336,1.0,0.0,0.5517241379310345,0.0,0.0,vllm:num_preemptions_total,0.0,0.0,vllm:prefix_cache_hits_total,vllm:prefix_cache_queries_total,,,1.35859998408705e-05,4.342545683800199,0.015071743999578757,4.357617427799778,"{""node0"": {""gpu_mem_used_peak_mb"": 90513.0, ""gpu_power_mean_w"": 242.34370689655174, ""gpu_samples"": 232, ""gpu_sm_clock_mean_mhz"": 2378.948275862069, ""gpu_util_mean_pct"": 62.47844827586207, ""gpu_util_peak_pct"": 100.0}}",CAPTURED,False,False,,,,,,
tp4_prefill_focus,prefill_decode;long_context,Isolate prefill/TTFT with minimal decode work.,4,1,SINGLE_NODE_LOCAL,local,0,,"[0, 1, 2, 3]",8192,8,,auto,,0,False,full,512k_prefill,COMPLETED,524288,4,1,3,0,inf,,,0,3,0,95.93668124900069,0.03127062517634514,0.12508250070538057,16394.938614956347,31955.163389666875,31956.42901300016,31959.712941999715,31960.004846799675,7.82434111089161,7.8693533329593865,7.959701333008221,7.9677322663458945,7.824472222233049,31978.63641299955,524288,524288,524288,4,4,4,True,186,0.06449384576739514,1.0,0.0,0.8387096774193549,0.0,0.0,vllm:num_preemptions_total,0.0,0.0,vllm:prefix_cache_hits_total,vllm:prefix_cache_queries_total,,,1.5596666950538445e-05,31.208543946667003,0.02220664000014949,31.230750586667153,"{""node0"": {""gpu_mem_used_peak_mb"": 90513.0, ""gpu_power_mean_w"": 407.0634811827957, ""gpu_samples"": 744, ""gpu_sm_clock_mean_mhz"": 2410.673387096774, ""gpu_util_mean_pct"": 83.39247311827957, ""gpu_util_peak_pct"": 100.0}}",CAPTURED,False,False,,,,,,
tp4_prefill_focus,prefill_decode;long_context,Isolate prefill/TTFT with minimal decode work.,4,1,SINGLE_NODE_LOCAL,local,0,,"[0, 1, 2, 3]",8192,8,,auto,,0,False,full,1m_prefill,COMPLETED,1000000,4,1,2,0,inf,,,0,2,0,186.6120085470011,0.010717423897703075,0.0428696955908123,10717.466767398666,93274.23626399922,93274.23626399922,93279.06494399895,93279.49415999893,10.490961499878418,10.490961499878418,10.883390150017172,10.918272696696173,10.491163166382952,93305.70914849886,1000000,1000000,1000000,4,4,4,True,338,0.12289625722180353,1.0,0.0,0.8994082840236687,0.0,0.0,vllm:num_preemptions_total,0.0,0.0,vllm:prefix_cache_hits_total,vllm:prefix_cache_queries_total,,,1.9625000277301297e-05,91.89725437700054,0.029596419500194315,91.92685079650073,"{""node0"": {""gpu_mem_used_peak_mb"": 90513.0, ""gpu_power_mean_w"": 484.4114201183432, ""gpu_samples"": 1352, ""gpu_sm_clock_mean_mhz"": 2420.1420118343194, ""gpu_util_mean_pct"": 89.87426035502959, ""gpu_util_peak_pct"": 100.0}}",CAPTURED,False,False,,,,,,
