
NOTICE: Existing SQLite export found: /home/ayu23/v8_full_results/20260921_195656/profiles_multi_node_native/tp4_pp2_dist/prefill_128k/node1_capture/worker_process_85448.sqlite
        It is assumed file was previously exported from: /home/ayu23/v8_full_results/20260921_195656/profiles_multi_node_native/tp4_pp2_dist/prefill_128k/node1_capture/worker_process_85448.nsys-rep
        Consider using --force-export=true if needed.

Processing [/home/ayu23/v8_full_results/20260921_195656/profiles_multi_node_native/tp4_pp2_dist/prefill_128k/node1_capture/worker_process_85448.sqlite] with [/opt/nvidia/nsight-systems/2025.6.3/host-linux-x64/reports/cuda_api_sum.py]... 
Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
74.6,2575694330,11530,223390.7,83250.0,1930,152925567,4343955.2,cudaMemcpyAsync
7.7,264807665,10331,25632.3,17850.0,3420,50387509,496487.0,cudaStreamSynchronize
4.0,137670829,6104,22554.2,4140.0,2780,76778009,989262.8,cudaLaunchKernel
3.1,106551668,52,2049070.5,78150.0,36350,99324128,13758468.4,cuModuleLoadData
2.6,88739168,38,2335241.3,1858370.0,58780,6573380,1721968.0,cuLibraryLoadData
1.3,43694629,100,436946.3,182245.0,45250,5543730,730813.5,cuMemSetAccess
1.2,40762200,16,2547637.5,2958025.0,48100,4497820,1491277.3,cuMemExportToShareableHandle
1.2,40573669,123,329867.2,181480.0,3320,3202840,502582.1,cudaMalloc
0.9,31840560,295,107934.1,3170.0,1820,7569800,625334.6,cudaHostAlloc
0.7,25216250,4269,5906.8,3980.0,2960,3849280,66354.1,cuLaunchKernelEx
0.3,10432730,70,149039.0,39640.0,6620,1142130,246783.3,cuMemCreate
0.3,9782020,2097,4664.8,350.0,210,5999830,135735.5,cuKernelGetFunction
0.3,9353130,667,14022.7,5610.0,3690,3254340,146258.2,cudaLaunchKernelExC_v11060
0.3,8953390,128,69948.4,2155.0,1310,611950,126471.3,cudaStreamCreateWithPriority
0.3,8826440,2097,4209.1,3920.0,2780,40880,2009.7,cuLaunchKernel
0.2,8629680,16,539355.0,321505.0,61060,1892750,569530.0,cuMemImportFromShareableHandle
0.2,7960760,2,3980380.0,3980380.0,593470,7367290,4789814.1,cudaDeviceSynchronize
0.1,4933140,12,411095.0,19030.0,2440,2848910,897230.4,cudaStreamCreateWithFlags
0.1,4823910,12374,389.8,340.0,160,271400,2462.6,cudaStreamIsCapturing_v10000
0.1,3699500,26,142288.5,134245.0,3400,514040,120917.3,cudaFree
0.1,3183470,84,37898.5,24035.0,950,274780,47014.7,cuMemMap
0.1,2772100,2243,1235.9,980.0,390,19240,1086.6,cudaStreamWaitEvent
0.1,2735480,1133,2414.4,1700.0,370,22230,2228.9,cudaEventQuery
0.1,2597430,1957,1327.3,700.0,340,19390,1381.6,cudaEventRecord
0.0,1646110,546,3014.9,230.0,130,324430,27496.3,cudaThreadExchangeStreamCaptureMode_v10010
0.0,1133640,6096,186.0,120.0,80,22370,367.1,cuKernelGetName
0.0,1043000,130,8023.1,5780.0,1740,137430,14165.1,cudaMemsetAsync
0.0,998600,943,1059.0,810.0,320,22160,1313.0,cudaEventRecordWithFlags_v11010
0.0,959420,1851,518.3,430.0,160,9610,538.9,cudaStreamGetCaptureInfo_v12030
0.0,887060,892,994.5,810.0,390,24800,1237.0,cudaGetFuncBySymbol_v11000
0.0,657960,2318,283.8,230.0,70,11440,390.0,cuGetProcAddress_v2
0.0,644970,90,7166.3,180.0,80,304910,44484.3,cuMemGetAllocationGranularity
0.0,522130,2,261065.0,261065.0,62680,459450,280558.8,cuMemRelease
0.0,394190,5,78838.0,71700.0,37330,146180,44404.4,cudaMemPoolCreate_v11020
0.0,309580,84,3685.5,1880.0,650,31670,5951.2,cuMemAddressReserve
0.0,252390,269,938.3,540.0,190,9840,1112.5,cudaEventCreateWithFlags
0.0,171240,95,1802.5,1390.0,320,6290,1364.9,cuLibraryGetKernel
0.0,107830,146,738.6,535.0,250,2710,494.6,cudaEventDestroy
0.0,72370,3,24123.3,23780.0,22490,26100,1829.3,cudaMemGetInfo
0.0,51090,1,51090.0,51090.0,51090,51090,0.0,cudaProfilerStart
0.0,39760,93,427.5,190.0,140,9210,972.8,cudaGetDriverEntryPointByVersion_v12050
0.0,14570,5,2914.0,2380.0,1640,5750,1626.8,cudaMemPoolSetAttribute_v11020
0.0,9810,7,1401.4,1410.0,410,2770,955.8,cuInit
0.0,9190,14,656.4,515.0,90,2090,566.5,cudaGetDeviceProperties_v12000
0.0,6520,5,1304.0,260.0,90,5400,2295.5,cuModuleGetLoadingMode

