
NOTICE: Existing SQLite export found: /home/ayu23/v8_full_results/20260921_195656/profiles_multi_node_native/tp4_pp4_dist/long_prefill_512k/node0_capture/worker_process_1387234.sqlite
        It is assumed file was previously exported from: /home/ayu23/v8_full_results/20260921_195656/profiles_multi_node_native/tp4_pp4_dist/long_prefill_512k/node0_capture/worker_process_1387234.nsys-rep
        Consider using --force-export=true if needed.

Processing [/home/ayu23/v8_full_results/20260921_195656/profiles_multi_node_native/tp4_pp4_dist/long_prefill_512k/node0_capture/worker_process_1387234.sqlite] with [/opt/nvidia/nsight-systems/2025.6.3/host-linux-x64/reports/cuda_api_sum.py]... 
Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
83.8,8294144210,8337,994859.6,35630.0,1880,203644788,11500059.1,cudaMemcpyAsync
4.8,479608664,40,11990216.6,87265.0,35950,425439475,67275420.7,cuModuleLoadData
1.8,178251988,4234,42100.1,360.0,210,173513028,2666700.0,cuKernelGetFunction
1.6,162261420,5652,28708.7,16465.0,3800,54363710,723749.8,cudaStreamSynchronize
1.3,130690918,24,5445454.9,4709430.0,738560,14121540,3604831.1,cuMemExportToShareableHandle
1.1,105045047,124,847137.5,318810.0,47480,8776019,1418477.7,cuMemSetAccess
0.9,86415588,11442,7552.5,4080.0,2810,14203730,143786.6,cudaLaunchKernel
0.7,71882969,2,35941484.5,35941484.5,329150,71553819,50363446.4,cudaDeviceSynchronize
0.7,71786379,33,2175344.8,1822370.0,71430,6580500,1580004.8,cuLibraryLoadData
0.6,59791309,94,636077.8,208800.0,4470,11733740,1404775.7,cudaMalloc
0.5,50480690,7679,6573.9,3990.0,2800,10083230,129041.9,cuLaunchKernelEx
0.4,44181880,24,1840911.7,1130775.0,66750,15520200,3045454.5,cuMemImportFromShareableHandle
0.3,30187630,86,351019.0,86290.0,10990,4181820,662854.3,cuMemCreate
0.2,20577130,128,160758.8,1865.0,880,4547280,478613.8,cudaStreamCreateWithPriority
0.2,18107970,224,80839.2,3395.0,1790,5520900,435727.2,cudaHostAlloc
0.2,16958020,4234,4005.2,3770.0,2680,40850,1685.3,cuLaunchKernel
0.1,13484139,108,124853.1,49385.0,1430,2009919,295271.8,cuMemMap
0.1,12381960,1299,9531.9,4780.0,3010,3368380,106114.6,cudaLaunchKernelExC_v11060
0.1,9831870,4768,2062.1,1560.0,360,429520,6424.6,cudaEventQuery
0.0,4552430,3885,1171.8,870.0,370,32270,1052.2,cudaStreamWaitEvent
0.0,4528520,3660,1237.3,650.0,330,29040,1294.3,cudaEventRecord
0.0,4169260,10383,401.5,310.0,160,308190,3046.5,cudaStreamIsCapturing_v10000
0.0,3698580,27,136984.4,134550.0,1080,405610,106526.7,cudaFree
0.0,2220060,11442,194.0,140.0,80,23360,327.9,cuKernelGetName
0.0,2055790,2122,968.8,790.0,340,20920,939.0,cudaEventRecordWithFlags_v11010
0.0,1815540,115,15787.3,290.0,70,437510,73712.4,cuMemGetAllocationGranularity
0.0,1728200,194,8908.2,6980.0,1890,72700,9077.0,cudaMemsetAsync
0.0,1715820,1494,1148.5,180.0,130,464070,18804.8,cudaThreadExchangeStreamCaptureMode_v10010
0.0,1703400,18,94633.3,22175.0,2840,1022320,237793.7,cudaStreamCreateWithFlags
0.0,1651290,1541,1071.6,810.0,320,146830,3905.1,cudaGetFuncBySymbol_v11000
0.0,1539920,2907,529.7,400.0,160,15370,568.9,cudaStreamGetCaptureInfo_v12030
0.0,1372550,2,686275.0,686275.0,523360,849190,230396.6,cuMemRelease
0.0,1052810,108,9748.2,2890.0,750,139140,20922.1,cuMemAddressReserve
0.0,911290,6,151881.7,61500.0,46500,560280,202341.3,cudaMemPoolCreate_v11020
0.0,780510,2318,336.7,280.0,70,19970,601.6,cuGetProcAddress_v2
0.0,429210,467,919.1,590.0,200,8890,829.3,cudaEventCreateWithFlags
0.0,305580,346,883.2,590.0,220,29430,1696.0,cudaEventDestroy
0.0,157360,70,2248.0,1690.0,550,8750,1677.5,cuLibraryGetKernel
0.0,96040,3,32013.3,36600.0,18970,40470,11460.4,cudaMemGetInfo
0.0,55740,93,599.4,200.0,140,19180,1991.1,cudaGetDriverEntryPointByVersion_v12050
0.0,28580,4,7145.0,7115.0,4410,9940,3090.8,cudaStreamDestroy
0.0,18330,23,797.0,330.0,90,3990,1007.3,cudaGetDeviceProperties_v12000
0.0,17910,1,17910.0,17910.0,17910,17910,0.0,cudaProfilerStart
0.0,11990,7,1712.9,1800.0,430,4110,1219.2,cuInit
0.0,11750,6,1958.3,2040.0,1570,2210,237.9,cudaMemPoolSetAttribute_v11020
0.0,10980,5,2196.0,560.0,220,9020,3823.8,cuModuleGetLoadingMode

