
NOTICE: Existing SQLite export found: /home/ayu23/v8_full_results/20260921_195656/profiles_multi_node_native/tp4_pp4_dist/long_prefill_512k/node1_capture/worker_process_164314.sqlite
        It is assumed file was previously exported from: /home/ayu23/v8_full_results/20260921_195656/profiles_multi_node_native/tp4_pp4_dist/long_prefill_512k/node1_capture/worker_process_164314.nsys-rep
        Consider using --force-export=true if needed.

Processing [/home/ayu23/v8_full_results/20260921_195656/profiles_multi_node_native/tp4_pp4_dist/long_prefill_512k/node1_capture/worker_process_164314.sqlite] with [/opt/nvidia/nsight-systems/2025.6.3/host-linux-x64/reports/cuda_api_sum.py]... 
Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
91.5,8087007151,7582,1066606.1,36920.0,2030,202525817,11963014.3,cudaMemcpyAsync
1.9,167808506,4861,34521.4,19370.0,3180,54381730,792209.3,cudaStreamSynchronize
1.3,113455618,11405,9947.9,4070.0,2750,24071300,257297.1,cudaLaunchKernel
1.0,88253278,38,2322454.7,1867829.5,57230,7037500,1745616.9,cuLibraryLoadData
1.0,87615508,24,3650646.2,3204780.0,311130,9850869,2534692.1,cuMemExportToShareableHandle
0.7,62547778,116,539205.0,250480.0,48640,3256560,644131.7,cuMemSetAccess
0.4,36584749,6606,5538.1,3990.0,2900,3599320,52883.6,cuLaunchKernelEx
0.4,33510957,99,338494.5,154780.0,3930,4827439,630436.3,cudaMalloc
0.2,19597940,24,816580.8,343140.0,106150,4742770,1125700.4,cuMemImportFromShareableHandle
0.2,19287229,78,247272.2,66555.0,8110,2831790,478634.3,cuMemCreate
0.2,17510519,417,41991.7,3110.0,1790,5408520,320880.1,cudaHostAlloc
0.2,15053770,3695,4074.1,3810.0,2970,32870,1815.8,cuLaunchKernel
0.1,11822150,1216,9722.2,4510.0,3130,3381630,108958.2,cudaLaunchKernelExC_v11060
0.1,10586099,16,661631.2,20500.0,4000,7400269,1871887.3,cudaStreamCreateWithFlags
0.1,10554470,128,82456.8,1295.0,880,1110210,164309.0,cudaStreamCreateWithPriority
0.1,7283200,3681,1978.6,1510.0,380,43500,1923.1,cudaEventQuery
0.1,6557940,100,65579.4,37980.0,1520,583240,92475.5,cuMemMap
0.1,6168870,3695,1669.5,370.0,220,1594960,37702.2,cuKernelGetFunction
0.1,4652430,52,89469.8,74580.0,29620,407150,64567.4,cuModuleLoadData
0.0,3823890,3177,1203.6,880.0,400,20690,890.2,cudaStreamWaitEvent
0.0,3786450,27,140238.9,117050.0,4130,429840,113473.7,cudaFree
0.0,3658870,2997,1220.8,640.0,340,30560,1260.7,cudaEventRecord
0.0,3526150,9400,375.1,300.0,160,267820,2776.4,cudaStreamIsCapturing_v10000
0.0,2084020,11397,182.9,120.0,80,21860,333.2,cuKernelGetName
0.0,1963570,2133,920.6,650.0,320,28870,1195.2,cudaEventRecordWithFlags_v11010
0.0,1793010,196,9148.0,6065.0,1810,135060,13560.8,cudaMemsetAsync
0.0,1486590,106,14024.4,235.0,90,345010,61655.1,cuMemGetAllocationGranularity
0.0,1438850,1316,1093.4,760.0,370,151110,4343.1,cudaGetFuncBySymbol_v11000
0.0,1378529,2619,526.4,390.0,160,18910,677.6,cudaStreamGetCaptureInfo_v12030
0.0,829300,1016,816.2,180.0,130,246120,10858.7,cudaThreadExchangeStreamCaptureMode_v10010
0.0,802720,100,8027.2,2025.0,600,140890,21319.5,cuMemAddressReserve
0.0,763450,2318,329.4,270.0,80,12250,444.7,cuGetProcAddress_v2
0.0,475870,2,237935.0,237935.0,227050,248820,15393.7,cudaDeviceSynchronize
0.0,452440,2,226220.0,226220.0,69910,382530,221055.7,cuMemRelease
0.0,393710,445,884.7,530.0,190,6670,749.4,cudaEventCreateWithFlags
0.0,388770,5,77754.0,60200.0,54400,154170,42814.3,cudaMemPoolCreate_v11020
0.0,260370,338,770.3,640.0,260,3510,482.1,cudaEventDestroy
0.0,196130,95,2064.5,1700.0,240,8910,1580.9,cuLibraryGetKernel
0.0,69370,3,23123.3,22210.0,18560,28600,5081.9,cudaMemGetInfo
0.0,40970,4,10242.5,8200.0,4890,19680,6887.3,cudaStreamDestroy
0.0,39020,93,419.6,190.0,150,8770,937.5,cudaGetDriverEntryPointByVersion_v12050
0.0,35870,1,35870.0,35870.0,35870,35870,0.0,cudaProfilerStart
0.0,12720,7,1817.1,1330.0,520,4400,1277.7,cuInit
0.0,12150,5,2430.0,280.0,150,11150,4875.3,cuModuleGetLoadingMode
0.0,10940,22,497.3,265.0,80,1910,506.6,cudaGetDeviceProperties_v12000
0.0,10730,5,2146.0,1990.0,1860,2860,404.3,cudaMemPoolSetAttribute_v11020

