case,groups,purpose,tp,pp,physical_gpu_indices,max_num_batched_tokens,max_num_seqs,max_num_active_seqs,kv_cache_dtype,kv_cache_memory_bytes,offload_gib_total,prefix_caching,observability_profile,bench,status,requested_input_tokens,requested_output_tokens,concurrency,prompts_requested,warmups,request_rate,burstiness,probe_request_rate,bench_exit_code,completed,failed,duration,request_throughput,output_throughput,total_token_throughput,mean_ttft_ms,p50_ttft_ms,p95_ttft_ms_raw,p99_ttft_ms_raw,mean_tpot_ms,p50_tpot_ms,p95_tpot_ms_raw,p99_tpot_ms_raw,mean_itl_ms,mean_e2el_ms,actual_input_min,actual_input_max,actual_input_mean,actual_output_min,actual_output_max,actual_output_mean,input_len_exact_match,metric_samples,peak_kv_usage,peak_running,peak_waiting,mean_running,mean_waiting,preemptions_delta,preemptions_metric,prefix_hits_delta,prefix_queries_delta,prefix_hit_metric,prefix_query_metric,offload_bytes_delta,offload_time_delta_s,queue_mean_s_from_hist,prefill_mean_s_from_hist,decode_mean_s_from_hist,inference_mean_s_from_hist,gpu_node_stats_json,metrics_capture_status,p95_reliable,p99_reliable,p95_ttft_ms,p99_ttft_ms,p95_tpot_ms,p99_tpot_ms
tp4_qualification,qualification;single_node;tp_compare,Harness qualification and low-cost TP4 baseline.,4,1,"[0, 1, 2, 3]",8192,32,,auto,,0,False,full,8k_c1,COMPLETED,8192,256,1,12,2,inf,,,0,12,0,16.39764485899991,0.7318124098421216,187.34397691958313,6182.351238346243,223.3344847499931,223.16767500001333,224.80797549997646,224.9131222999506,4.4823276542484765,4.493378880392455,4.5012121825490405,4.50356478317647,4.482328298039315,1366.3280365833543,8192,8192,8192,256,256,256,True,43,0.0012590494176896172,1.0,0.0,0.5116279069767442,0.0,0.0,vllm:num_preemptions_total,0.0,0.0,vllm:prefix_cache_hits_total,vllm:prefix_cache_queries_total,,,6.731666682450547e-06,0.20625041116666884,1.143048435583334,1.3492988467500027,"{""node0"": {""gpu_mem_used_peak_mb"": 88769.0, ""gpu_power_mean_w"": 154.38686046511629, ""gpu_samples"": 172, ""gpu_sm_clock_mean_mhz"": 2345.75, ""gpu_util_mean_pct"": 56.7906976744186, ""gpu_util_peak_pct"": 100.0}}",CAPTURED,False,False,,,,
tp4_qualification,qualification;single_node;tp_compare,Harness qualification and low-cost TP4 baseline.,4,1,"[0, 1, 2, 3]",8192,32,,auto,,0,False,full,8k_c8,COMPLETED,8192,256,8,32,2,inf,,,0,32,0,14.65898328700007,2.182961763001555,558.8382113283981,18441.660973837137,951.8490375937496,1039.4167480000078,1599.8949806999235,1727.964832910027,10.615628818382367,10.246831643137417,13.328226474509815,13.401594890195824,10.615629282843129,3658.834386281253,8192,8192,8192,256,256,256,True,41,0.01007239534151716,8.0,5.0,3.658536585365854,0.4146341463414634,0.0,vllm:num_preemptions_total,0.0,0.0,vllm:prefix_cache_hits_total,vllm:prefix_cache_queries_total,,,0.24464923515624193,0.5270740312187527,2.706452060281258,3.2335260915000106,"{""node0"": {""gpu_mem_used_peak_mb"": 88769.0, ""gpu_power_mean_w"": 179.9928048780488, ""gpu_samples"": 164, ""gpu_sm_clock_mean_mhz"": 2377.560975609756, ""gpu_util_mean_pct"": 54.05487804878049, ""gpu_util_peak_pct"": 100.0}}",CAPTURED,True,False,1599.8949806999235,,13.328226474509815,
tp4_qualification,qualification;single_node;tp_compare,Harness qualification and low-cost TP4 baseline.,4,1,"[0, 1, 2, 3]",8192,32,,auto,,0,False,full,128k_c1,COMPLETED,131072,128,1,5,1,inf,,,0,5,0,25.90463699700001,0.19301563656649753,24.706001480511684,25323.651517524475,4533.151245400018,4534.3895580000435,4539.011746199981,4539.891154039965,5.099254299212467,5.100221086614174,5.102030362204673,5.10227642204717,5.099255700787488,5180.756541400001,131072,131072,131072,128,128,128,True,60,0.016367642429965357,1.0,0.0,0.6333333333333333,0.0,0.0,vllm:num_preemptions_total,0.0,0.0,vllm:prefix_cache_hits_total,vllm:prefix_cache_queries_total,,,1.3295999997353647e-05,4.339487612000016,0.6474530559999948,4.9869406680000115,"{""node0"": {""gpu_mem_used_peak_mb"": 90537.0, ""gpu_power_mean_w"": 242.63083333333333, ""gpu_samples"": 240, ""gpu_sm_clock_mean_mhz"": 2410.4041666666667, ""gpu_util_mean_pct"": 66.20833333333333, ""gpu_util_peak_pct"": 100.0}}",CAPTURED,False,False,,,,
tp4_qualification,qualification;single_node;tp_compare,Harness qualification and low-cost TP4 baseline.,4,1,"[0, 1, 2, 3]",8192,32,,auto,,0,False,full,512k_c1,COMPLETED,524288,64,1,2,0,inf,,,0,2,0,64.86632578799993,0.03083263890321955,1.9732888898060512,16167.155874180977,31954.16115149999,31954.16115149999,31961.81915295001,31962.499864190013,7.598388214285745,7.598388214285745,7.599325149999369,7.599408433173913,7.598397261904752,32432.859608999992,524288,524288,524288,64,64,64,True,125,0.06471514006924772,1.0,0.0,0.8,0.0,0.0,vllm:num_preemptions_total,0.0,0.0,vllm:prefix_cache_hits_total,vllm:prefix_cache_queries_total,,,1.9460000032722746e-05,31.217277517999946,0.4778883875000588,31.695165905500005,"{""node0"": {""gpu_mem_used_peak_mb"": 90539.0, ""gpu_power_mean_w"": 391.01756, ""gpu_samples"": 500, ""gpu_sm_clock_mean_mhz"": 2418.488, ""gpu_util_mean_pct"": 79.856, ""gpu_util_peak_pct"": 100.0}}",CAPTURED,False,False,,,,
tp8_qualification,qualification;single_node;tp_compare,Matched TP8 qualification for topology sensitivity.,8,1,"[0, 1, 2, 3, 4, 5, 6, 7]",8192,32,,auto,,0,False,full,8k_c1,COMPLETED,8192,256,1,12,2,inf,,,0,12,0,22.86054329700005,0.5249219077647529,134.38000838777674,4434.5402767966325,271.26315183336186,271.55809650002993,273.3455980000201,274.1845459999979,6.40615364182999,6.406224623529343,6.40766020372546,6.4078547889803215,6.406154279084914,1904.8323305000092,8192,8192,8192,256,256,256,True,53,0.0011239112110142946,1.0,0.0,0.4528301886792453,0.0,0.0,vllm:num_preemptions_total,0.0,0.0,vllm:prefix_cache_hits_total,vllm:prefix_cache_queries_total,,,7.385000003523601e-06,0.2542800017499947,1.633811081249983,1.8880910829999777,"{""node0"": {""gpu_mem_used_peak_mb"": 88583.0, ""gpu_power_mean_w"": 131.08294811320755, ""gpu_samples"": 424, ""gpu_sm_clock_mean_mhz"": 2378.7240566037735, ""gpu_util_mean_pct"": 65.62264150943396, ""gpu_util_peak_pct"": 100.0}}",CAPTURED,False,False,,,,
tp8_qualification,qualification;single_node;tp_compare,Matched TP8 qualification for topology sensitivity.,8,1,"[0, 1, 2, 3, 4, 5, 6, 7]",8192,32,,auto,,0,False,full,8k_c8,COMPLETED,8192,256,8,32,2,inf,,,0,32,0,18.51100248199998,1.7287016211637733,442.547615017926,14604.071295591557,1047.6260327500172,1020.8657070000413,1937.0887649500444,2091.1247847000745,14.009853614950982,14.119947619607785,16.897730398235264,17.069491011725283,14.009854058578494,4620.138704562518,8192,8192,8192,256,256,256,True,47,0.00899128968811469,8.0,6.0,4.276595744680851,0.3191489361702128,0.0,vllm:num_preemptions_total,0.0,0.0,vllm:prefix_cache_hits_total,vllm:prefix_cache_queries_total,,,0.20041005196874195,0.6391040286250025,3.572469845875002,4.211573874500004,"{""node0"": {""gpu_mem_used_peak_mb"": 88585.0, ""gpu_power_mean_w"": 159.42100543478261, ""gpu_samples"": 368, ""gpu_sm_clock_mean_mhz"": 2384.279891304348, ""gpu_util_mean_pct"": 62.36413043478261, ""gpu_util_peak_pct"": 100.0}}",CAPTURED,True,False,1937.0887649500444,,16.897730398235264,
tp8_qualification,qualification;single_node;tp_compare,Matched TP8 qualification for topology sensitivity.,8,1,"[0, 1, 2, 3, 4, 5, 6, 7]",8192,32,,auto,,0,False,full,128k_c1,COMPLETED,131072,128,1,5,1,inf,,,0,5,0,28.714293580000003,0.17412930553452952,22.288551108419778,22845.764886130273,4850.44163340001,4850.752590999946,4856.57464580006,4856.947954760067,7.024907500787533,7.0249983385828605,7.0284351874014765,7.028896605984229,7.024910193700906,5742.604886000026,131072,131072,131072,128,128,128,True,65,0.016109394024538704,1.0,0.0,0.6153846153846154,0.0,0.0,vllm:num_preemptions_total,0.0,0.0,vllm:prefix_cache_hits_total,vllm:prefix_cache_queries_total,,,1.2925999976687308e-05,4.660566224400054,0.8919935305999616,5.552559755000016,"{""node0"": {""gpu_mem_used_peak_mb"": 89377.0, ""gpu_power_mean_w"": 182.40498076923078, ""gpu_samples"": 520, ""gpu_sm_clock_mean_mhz"": 2407.4134615384614, ""gpu_util_mean_pct"": 64.32692307692308, ""gpu_util_peak_pct"": 100.0}}",CAPTURED,False,False,,,,
tp8_qualification,qualification;single_node;tp_compare,Matched TP8 qualification for topology sensitivity.,8,1,"[0, 1, 2, 3, 4, 5, 6, 7]",8192,32,,auto,,0,False,full,512k_c1,COMPLETED,524288,64,1,2,0,inf,,,0,2,0,57.9754203949999,0.03449737813669205,2.207832200748291,18088.769220730752,28387.086615499924,28387.086615499924,28393.23230824997,28393.778592049974,9.529256619047706,9.529256619047706,9.533292333333787,9.533651063492549,9.529265825396998,28987.42978249993,524288,524288,524288,64,64,64,True,114,0.06406293902781679,1.0,0.0,0.7719298245614035,0.0,0.0,vllm:num_preemptions_total,0.0,0.0,vllm:prefix_cache_hits_total,vllm:prefix_cache_queries_total,,,1.684500011833734e-05,27.648176346000014,0.5988091619999523,28.246985507999966,"{""node0"": {""gpu_mem_used_peak_mb"": 89379.0, ""gpu_power_mean_w"": 269.26140486725666, ""gpu_samples"": 904, ""gpu_sm_clock_mean_mhz"": 2420.704646017699, ""gpu_util_mean_pct"": 78.39712389380531, ""gpu_util_peak_pct"": 100.0}}",CAPTURED,False,False,,,,
