
NOTICE: Existing SQLite export found: /home/ayu23/v8_full_results/20260921_195656/profiles_multi_node_native/tp4_pp4_dist/decode_8k/node1_capture/worker_process_128094.sqlite
        It is assumed file was previously exported from: /home/ayu23/v8_full_results/20260921_195656/profiles_multi_node_native/tp4_pp4_dist/decode_8k/node1_capture/worker_process_128094.nsys-rep
        Consider using --force-export=true if needed.

Processing [/home/ayu23/v8_full_results/20260921_195656/profiles_multi_node_native/tp4_pp4_dist/decode_8k/node1_capture/worker_process_128094.sqlite] with [/opt/nvidia/nsight-systems/2025.6.3/host-linux-x64/reports/cuda_api_sum.py]... 
Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
21.6,431236494,12972,33243.6,10320.0,2090,32273079,284755.0,cudaMemcpyAsync
14.0,280530756,58916,4761.5,4120.0,3190,3155880,24029.9,cudaLaunchKernel
10.2,203584946,39,5220126.8,80860.0,35420,199912586,31996221.6,cuModuleLoadData
8.8,175705135,5589,31437.7,19370.0,2270,54312559,727246.4,cudaStreamSynchronize
7.8,156388309,32123,4868.4,4270.0,3040,4264080,26618.0,cuLaunchKernelEx
7.4,148699967,26,5719229.5,139770.0,1630,144968007,28401496.4,cudaFree
4.1,82305239,24,3429385.0,3319080.0,744130,9317610,2116296.9,cuMemExportToShareableHandle
3.5,70003219,31,2258168.4,1777290.0,56740,6297710,1555264.5,cuLibraryLoadData
3.2,63558199,124,512566.1,192300.0,48230,4156910,723397.6,cuMemSetAccess
2.5,49334218,34714,1421.2,850.0,340,170300,1739.4,cudaEventQuery
1.9,38178979,84,454511.7,165010.0,3230,5842410,911913.8,cudaMalloc
1.6,32867270,2,16433635.0,16433635.0,84410,32782860,23121295.7,cudaDeviceSynchronize
1.6,32818209,4708,6970.7,5780.0,3470,3112730,52674.9,cudaLaunchKernelExC_v11060
1.6,32577760,35133,927.3,800.0,360,137430,1409.3,cudaStreamWaitEvent
1.5,30212750,203,148831.3,3110.0,1580,6553210,701176.3,cudaHostAlloc
1.4,27854950,28419,980.2,540.0,330,266220,2103.9,cudaEventRecord
1.1,22877160,86,266013.5,40195.0,7810,3387270,533092.0,cuMemCreate
1.0,19832510,24,826354.6,477990.0,66960,2813400,762257.0,cuMemImportFromShareableHandle
0.7,13007060,14470,898.9,830.0,340,147800,1759.8,cudaEventRecordWithFlags_v11010
0.6,12914720,36644,352.4,280.0,160,245830,1322.6,cudaStreamIsCapturing_v10000
0.6,12894269,128,100736.5,1690.0,1290,1513950,239431.7,cudaStreamCreateWithPriority
0.5,9271350,58916,157.4,130.0,80,174400,756.9,cuKernelGetName
0.5,9192219,11369,808.5,800.0,350,33140,655.4,cudaGetFuncBySymbol_v11000
0.4,8254650,20799,396.9,300.0,160,19210,480.7,cudaStreamGetCaptureInfo_v12030
0.4,8193890,108,75869.4,29680.0,1260,1207450,187165.4,cuMemMap
0.3,6100459,272,22428.2,405.0,210,2059899,185730.1,cuKernelGetFunction
0.3,5577890,18,309882.8,12490.0,2300,2711220,792211.5,cudaStreamCreateWithFlags
0.1,2888710,6808,424.3,170.0,130,528640,9540.8,cudaThreadExchangeStreamCaptureMode_v10010
0.1,2829560,4229,669.1,460.0,190,17340,652.6,cudaEventCreateWithFlags
0.1,2253580,4126,546.2,390.0,220,16710,417.5,cudaEventDestroy
0.1,1912720,115,16632.3,230.0,80,561920,79741.2,cuMemGetAllocationGranularity
0.1,1332740,272,4899.8,4095.0,3200,36410,3418.5,cuLaunchKernel
0.0,775820,2318,334.7,300.0,80,5560,270.1,cuGetProcAddress_v2
0.0,751330,108,6956.8,2830.0,690,93180,14565.8,cuMemAddressReserve
0.0,649640,68,9553.5,3370.0,1770,51120,12610.7,cudaMemsetAsync
0.0,581200,2,290600.0,290600.0,90650,490550,282772.0,cuMemRelease
0.0,410050,6,68341.7,52620.0,38190,156850,44797.8,cudaMemPoolCreate_v11020
0.0,173820,67,2594.3,1730.0,530,17060,2527.7,cuLibraryGetKernel
0.0,72650,3,24216.7,22120.0,21850,28680,3867.7,cudaMemGetInfo
0.0,35850,93,385.5,230.0,160,2390,389.3,cudaGetDriverEntryPointByVersion_v12050
0.0,31480,4,7870.0,6915.0,4590,13060,3998.5,cudaStreamDestroy
0.0,26900,1,26900.0,26900.0,26900,26900,0.0,cudaProfilerStart
0.0,15120,23,657.4,280.0,80,3190,772.5,cudaGetDeviceProperties_v12000
0.0,13280,6,2213.3,2145.0,1770,2750,348.5,cudaMemPoolSetAttribute_v11020
0.0,11500,5,2300.0,310.0,140,10220,4432.8,cuModuleGetLoadingMode
0.0,9390,7,1341.4,1500.0,510,2540,733.9,cuInit

