
NOTICE: Existing SQLite export found: /home/ayu23/v8_full_results/20260921_195656/profiles_multi_node_native/tp4_pp4_dist/prefill_128k/node0_capture/worker_process_1162013.sqlite
        It is assumed file was previously exported from: /home/ayu23/v8_full_results/20260921_195656/profiles_multi_node_native/tp4_pp4_dist/prefill_128k/node0_capture/worker_process_1162013.nsys-rep
        Consider using --force-export=true if needed.

Processing [/home/ayu23/v8_full_results/20260921_195656/profiles_multi_node_native/tp4_pp4_dist/prefill_128k/node0_capture/worker_process_1162013.sqlite] with [/opt/nvidia/nsight-systems/2025.6.3/host-linux-x64/reports/cuda_api_sum.py]... 
Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
42.7,1237501588,5680,217870.0,71740.0,1920,82885319,3286119.1,cudaMemcpyAsync
29.4,851797772,40,21294944.3,90395.0,35170,661785773,105427456.5,cuModuleLoadData
5.5,159278658,4836,32936.0,19200.0,4280,54272729,782222.6,cudaStreamSynchronize
4.1,117604500,116,1013831.9,369365.0,52960,9105370,1571729.2,cuMemSetAccess
3.7,107344070,24,4472669.6,3758510.0,628520,11035440,2992081.8,cuMemExportToShareableHandle
2.5,71645110,34,2107209.1,1749025.0,60890,6504880,1592749.8,cuLibraryLoadData
1.8,52068039,3109,16747.5,4200.0,2900,16123829,308644.8,cudaLaunchKernel
1.5,43822727,96,456486.7,216335.0,7380,5446900,893353.5,cudaMalloc
1.5,43612230,128,340720.5,1350.0,870,4070760,753845.0,cudaStreamCreateWithPriority
1.2,34005169,78,435963.7,152940.0,9970,2721270,619597.8,cuMemCreate
1.2,33783059,218,154968.2,3030.0,1750,5424070,675531.9,cudaHostAlloc
1.1,32531020,24,1355459.2,1157790.0,48450,4967220,1171182.1,cuMemImportFromShareableHandle
0.9,24938810,2,12469405.0,12469405.0,25440,24913370,17598424.1,cudaDeviceSynchronize
0.7,21350180,2590,8243.3,4040.0,2820,5806540,133679.9,cuLaunchKernelEx
0.5,15697270,100,156972.7,41440.0,1180,2445440,361795.3,cuMemMap
0.4,12332619,30,411087.3,135235.0,1850,7402360,1332867.6,cudaFree
0.2,6944180,265,26204.5,5950.0,3450,2893260,210783.3,cudaLaunchKernelExC_v11060
0.2,4968239,1103,4504.3,370.0,220,1821510,70700.8,cuKernelGetFunction
0.2,4666620,1103,4230.8,3810.0,3110,43720,2430.5,cuLaunchKernel
0.1,4006709,16,250419.3,16690.0,2200,2714749,686862.7,cudaStreamCreateWithFlags
0.1,3225790,2627,1227.9,670.0,350,39810,1569.2,cudaEventQuery
0.1,2964190,6282,471.9,420.0,160,265780,3380.7,cudaStreamIsCapturing_v10000
0.1,1868820,106,17630.4,255.0,80,453530,78936.7,cuMemGetAllocationGranularity
0.1,1587830,1287,1233.7,880.0,390,23620,1468.7,cudaStreamWaitEvent
0.1,1570750,1161,1352.9,630.0,330,48680,2120.5,cudaEventRecord
0.1,1564440,580,2697.3,190.0,130,939430,42631.3,cudaThreadExchangeStreamCaptureMode_v10010
0.0,864280,90,9603.1,5670.0,1860,81070,13798.0,cudaMemsetAsync
0.0,831660,2318,358.8,300.0,70,16090,526.4,cuGetProcAddress_v2
0.0,786380,1073,732.9,360.0,160,163020,5017.7,cudaStreamGetCaptureInfo_v12030
0.0,650440,100,6504.4,2840.0,640,124660,14519.8,cuMemAddressReserve
0.0,588670,648,908.4,725.0,340,19800,1051.4,cudaEventRecordWithFlags_v11010
0.0,582020,3109,187.2,130.0,80,3160,196.4,cuKernelGetName
0.0,529250,2,264625.0,264625.0,161960,367290,145190.2,cuMemRelease
0.0,505040,501,1008.1,780.0,340,20250,1261.3,cudaGetFuncBySymbol_v11000
0.0,386640,5,77328.0,62300.0,38850,138580,39518.2,cudaMemPoolCreate_v11020
0.0,172020,201,855.8,480.0,190,6950,974.0,cudaEventCreateWithFlags
0.0,156270,71,2201.0,1700.0,510,9360,1744.9,cuLibraryGetKernel
0.0,100990,100,1009.9,685.0,240,10620,1371.4,cudaEventDestroy
0.0,72690,3,24230.0,23660.0,19160,29870,5377.7,cudaMemGetInfo
0.0,43250,93,465.1,190.0,150,10970,1154.6,cudaGetDriverEntryPointByVersion_v12050
0.0,30130,4,7532.5,7275.0,4480,11100,3467.2,cudaStreamDestroy
0.0,25480,1,25480.0,25480.0,25480,25480,0.0,cudaProfilerStart
0.0,16120,7,2302.9,1870.0,500,6010,1877.1,cuInit
0.0,16110,22,732.3,255.0,80,7550,1564.7,cudaGetDeviceProperties_v12000
0.0,10920,5,2184.0,810.0,100,7900,3270.4,cuModuleGetLoadingMode
0.0,10700,5,2140.0,2420.0,1140,2540,585.1,cudaMemPoolSetAttribute_v11020

