
NOTICE: Existing SQLite export found: /home/ayu23/v8_full_results/20260921_195656/profiles_multi_node_native/tp4_pp4_dist/long_prefill_512k/node1_capture/worker_process_164292.sqlite
        It is assumed file was previously exported from: /home/ayu23/v8_full_results/20260921_195656/profiles_multi_node_native/tp4_pp4_dist/long_prefill_512k/node1_capture/worker_process_164292.nsys-rep
        Consider using --force-export=true if needed.

Processing [/home/ayu23/v8_full_results/20260921_195656/profiles_multi_node_native/tp4_pp4_dist/long_prefill_512k/node1_capture/worker_process_164292.sqlite] with [/opt/nvidia/nsight-systems/2025.6.3/host-linux-x64/reports/cuda_api_sum.py]... 
Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
83.3,5406584725,8341,648193.8,35110.0,1710,119497798,7211677.0,cudaMemcpyAsync
4.2,272101555,40,6802538.9,81340.0,33640,226515186,36074799.7,cuModuleLoadData
2.8,181706498,5652,32149.1,19400.0,3270,54378469,725348.1,cudaStreamSynchronize
1.1,74553409,24,3106392.0,2501310.0,748750,13548289,2646915.1,cuMemExportToShareableHandle
1.1,71491240,33,2166401.2,1800970.0,56680,6332190,1572685.2,cuLibraryLoadData
1.1,71459179,99,721809.9,266890.0,2620,13440079,1698545.7,cudaMalloc
1.1,70666638,2,35333319.0,35333319.0,14910,70651728,49947773.0,cudaDeviceSynchronize
1.0,64596770,11442,5645.6,3200.0,2350,5529360,72877.2,cudaLaunchKernel
1.0,62474128,124,503823.6,171925.0,48570,5579820,855176.0,cuMemSetAccess
0.5,35634140,7679,4640.5,3090.0,2330,4828060,63709.5,cuLaunchKernelEx
0.5,33159368,228,145435.8,3135.0,1670,6094810,705376.5,cudaHostAlloc
0.5,32210388,4234,7607.6,330.0,210,18257280,305500.7,cuKernelGetFunction
0.3,17132210,86,199211.7,43875.0,7530,2574880,404353.4,cuMemCreate
0.2,15720870,24,655036.3,375440.0,47850,2497150,643702.7,cuMemImportFromShareableHandle
0.2,13238360,4234,3126.7,2950.0,2300,32490,1364.7,cuLaunchKernel
0.2,11192980,1299,8616.6,3780.0,2520,2790230,96968.3,cudaLaunchKernelExC_v11060
0.2,10945970,128,85515.4,1260.0,880,723810,161768.2,cudaStreamCreateWithPriority
0.2,10636120,108,98482.6,35240.0,1170,1991190,284077.7,cuMemMap
0.1,7780340,4743,1640.4,1360.0,340,21320,1370.2,cudaEventQuery
0.1,4307490,3885,1108.7,770.0,380,17940,903.8,cudaStreamWaitEvent
0.1,4086750,3660,1116.6,580.0,330,25980,1221.2,cudaEventRecord
0.1,3757840,10388,361.7,300.0,160,290000,2858.5,cudaStreamIsCapturing_v10000
0.1,3333730,26,128220.4,133275.0,1490,328800,96762.7,cudaFree
0.0,1679790,11442,146.8,120.0,80,18140,244.5,cuKernelGetName
0.0,1637190,2122,771.5,630.0,330,14150,626.2,cudaEventRecordWithFlags_v11010
0.0,1497000,115,13017.4,210.0,80,355500,60101.3,cuMemGetAllocationGranularity
0.0,1486080,18,82560.0,12440.0,2370,766640,193246.7,cudaStreamCreateWithFlags
0.0,1464090,2907,503.6,360.0,160,16240,628.0,cudaStreamGetCaptureInfo_v12030
0.0,1337700,1541,868.1,760.0,330,36980,1177.3,cudaGetFuncBySymbol_v11000
0.0,1289700,194,6647.9,5620.0,1610,35940,6271.7,cudaMemsetAsync
0.0,1208280,1600,755.2,170.0,120,306520,11566.1,cudaThreadExchangeStreamCaptureMode_v10010
0.0,836280,2318,360.8,300.0,70,17770,579.8,cuGetProcAddress_v2
0.0,535220,108,4955.7,2380.0,610,51390,8634.6,cuMemAddressReserve
0.0,361890,469,771.6,510.0,190,8030,624.7,cudaEventCreateWithFlags
0.0,259220,6,43203.3,44650.0,30140,57930,11497.4,cudaMemPoolCreate_v11020
0.0,227290,2,113645.0,113645.0,87430,139860,37073.6,cuMemRelease
0.0,216200,346,624.9,470.0,220,7980,544.4,cudaEventDestroy
0.0,147160,70,2102.3,1475.0,410,9220,1741.5,cuLibraryGetKernel
0.0,63920,3,21306.7,22700.0,18440,22780,2482.9,cudaMemGetInfo
0.0,42840,93,460.6,230.0,150,9030,963.0,cudaGetDriverEntryPointByVersion_v12050
0.0,23730,4,5932.5,5665.0,3810,8590,2264.4,cudaStreamDestroy
0.0,14250,23,619.6,270.0,90,3370,874.6,cudaGetDeviceProperties_v12000
0.0,12480,1,12480.0,12480.0,12480,12480,0.0,cudaProfilerStart
0.0,11840,6,1973.3,1995.0,1780,2180,151.2,cudaMemPoolSetAttribute_v11020
0.0,11150,7,1592.9,1540.0,450,3160,928.9,cuInit
0.0,8780,5,1756.0,330.0,130,7810,3385.6,cuModuleGetLoadingMode

