
NOTICE: Existing SQLite export found: /home/ayu23/v8_full_results/20260921_195656/profiles_multi_node_native/tp4_pp4_dist/prefill_128k/node1_capture/worker_process_120967.sqlite
        It is assumed file was previously exported from: /home/ayu23/v8_full_results/20260921_195656/profiles_multi_node_native/tp4_pp4_dist/prefill_128k/node1_capture/worker_process_120967.nsys-rep
        Consider using --force-export=true if needed.

Processing [/home/ayu23/v8_full_results/20260921_195656/profiles_multi_node_native/tp4_pp4_dist/prefill_128k/node1_capture/worker_process_120967.sqlite] with [/opt/nvidia/nsight-systems/2025.6.3/host-linux-x64/reports/cuda_api_sum.py]... 
Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
55.1,1345627293,5710,235661.5,93785.0,2070,81297488,3269264.1,cudaMemcpyAsync
6.6,162103916,24,6754329.8,4954100.0,57320,26677779,6389182.5,cuMemExportToShareableHandle
6.1,149539785,4813,31070.0,16590.0,3550,54343130,784196.7,cudaStreamSynchronize
4.4,107478288,3449,31162.2,4270.0,2930,49540869,876377.7,cudaLaunchKernel
4.4,106826988,52,2054365.2,72460.0,33830,99465308,13777858.4,cuModuleLoadData
3.9,95838249,971,98700.6,370.0,210,92971169,2983854.8,cuKernelGetFunction
3.8,93385729,116,805049.4,331740.0,47900,10529790,1294353.1,cuMemSetAccess
3.7,89871610,38,2365042.4,1792750.0,56840,6879180,1830198.0,cuLibraryLoadData
2.5,60868679,99,614835.1,252560.0,2930,13014930,1423943.8,cudaMalloc
2.1,51120008,24,2130000.3,932170.0,53140,13380069,3254515.0,cuMemImportFromShareableHandle
1.7,40565890,27,1502440.4,540850.0,3180,9761310,2377375.3,cudaFree
1.0,23606780,78,302651.0,74670.0,6980,3155550,591456.4,cuMemCreate
1.0,23410070,2190,10689.5,4255.0,3020,10421660,226611.0,cuLaunchKernelEx
0.8,18901610,2,9450805.0,9450805.0,117100,18784510,13199852.2,cudaDeviceSynchronize
0.7,16588310,415,39971.8,2950.0,1590,5392320,318623.6,cudaHostAlloc
0.5,12362670,100,123626.7,29365.0,990,2183010,350939.6,cuMemMap
0.4,10407180,128,81306.1,1265.0,860,819840,159905.7,cudaStreamCreateWithPriority
0.3,8184780,316,25901.2,5830.0,3710,3159930,215524.7,cudaLaunchKernelExC_v11060
0.2,6020810,16,376300.6,19980.0,2390,3364700,990375.6,cudaStreamCreateWithFlags
0.2,4287380,971,4415.4,4000.0,3070,39400,2369.3,cuLaunchKernel
0.1,2868240,6520,439.9,330.0,170,339860,4219.4,cudaStreamIsCapturing_v10000
0.1,2667330,1181,2258.5,1640.0,430,24840,2166.2,cudaEventQuery
0.1,1594320,1305,1221.7,940.0,380,15750,985.5,cudaStreamWaitEvent
0.1,1487370,1173,1268.0,680.0,340,40190,1733.1,cudaEventRecord
0.1,1467970,106,13848.8,250.0,70,343570,61277.6,cuMemGetAllocationGranularity
0.0,958250,100,9582.5,5940.0,1590,69470,13617.9,cudaMemsetAsync
0.0,754500,789,956.3,730.0,320,14060,953.8,cudaEventRecordWithFlags_v11010
0.0,707600,3441,205.6,140.0,80,16620,327.9,cuKernelGetName
0.0,697460,540,1291.6,180.0,130,254380,15068.0,cudaThreadExchangeStreamCaptureMode_v10010
0.0,676600,2318,291.9,240.0,70,15440,446.0,cuGetProcAddress_v2
0.0,627560,100,6275.6,1780.0,590,126160,17896.3,cuMemAddressReserve
0.0,617800,1083,570.5,420.0,160,7690,602.7,cudaStreamGetCaptureInfo_v12030
0.0,536880,500,1073.8,810.0,380,18420,1374.3,cudaGetFuncBySymbol_v11000
0.0,349120,2,174560.0,174560.0,70920,278200,146569.1,cuMemRelease
0.0,281810,5,56362.0,57170.0,35610,72960,13402.9,cudaMemPoolCreate_v11020
0.0,222990,257,867.7,490.0,190,7730,901.8,cudaEventCreateWithFlags
0.0,175020,95,1842.3,1300.0,410,9490,1638.3,cuLibraryGetKernel
0.0,130570,3,43523.3,48910.0,26300,55360,15260.5,cudaMemGetInfo
0.0,111740,146,765.3,550.0,240,3280,581.8,cudaEventDestroy
0.0,43170,93,464.2,210.0,140,11640,1216.5,cudaGetDriverEntryPointByVersion_v12050
0.0,30210,4,7552.5,7390.0,4380,11050,3345.8,cudaStreamDestroy
0.0,19650,1,19650.0,19650.0,19650,19650,0.0,cudaProfilerStart
0.0,12680,7,1811.4,1640.0,340,6070,2015.2,cuInit
0.0,11100,5,2220.0,2410.0,1270,2760,594.0,cudaMemPoolSetAttribute_v11020
0.0,9130,22,415.0,225.0,80,1530,389.7,cudaGetDeviceProperties_v12000
0.0,5520,5,1104.0,320.0,90,4510,1907.0,cuModuleGetLoadingMode

