
NOTICE: Existing SQLite export found: /home/ayu23/v8_full_results/20260921_195656/profiles_multi_node_native/tp4_pp4_dist/prefill_128k/node1_capture/worker_process_120951.sqlite
        It is assumed file was previously exported from: /home/ayu23/v8_full_results/20260921_195656/profiles_multi_node_native/tp4_pp4_dist/prefill_128k/node1_capture/worker_process_120951.nsys-rep
        Consider using --force-export=true if needed.

Processing [/home/ayu23/v8_full_results/20260921_195656/profiles_multi_node_native/tp4_pp4_dist/prefill_128k/node1_capture/worker_process_120951.sqlite] with [/opt/nvidia/nsight-systems/2025.6.3/host-linux-x64/reports/cuda_api_sum.py]... 
Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
47.9,1233050479,6469,190609.1,83140.0,2030,70559778,2601531.1,cudaMemcpyAsync
9.8,252229067,40,6305726.7,91115.0,36500,212530237,33899183.3,cuModuleLoadData
6.7,171821618,5604,30660.5,17680.0,2580,54384870,728464.8,cudaStreamSynchronize
6.3,161686037,1126,143593.3,370.0,210,157767747,4701876.3,cuKernelGetFunction
5.6,145100138,26,5580774.5,135430.0,3090,140556298,27530913.3,cudaFree
4.1,105645609,99,1067127.4,291170.0,3120,12091290,2042749.8,cudaMalloc
3.9,101362088,24,4223420.3,2952740.0,104470,20002740,4725857.5,cuMemExportToShareableHandle
3.3,84460348,124,681131.8,243275.0,47450,12017860,1386108.7,cuMemSetAccess
3.0,78317148,33,2373246.9,1772960.0,56090,6479350,1823963.4,cuLibraryLoadData
1.7,43408300,3390,12804.8,4210.0,2750,5276640,145163.5,cudaLaunchKernel
1.4,35146910,224,156905.8,3100.0,1850,7857570,801592.6,cudaHostAlloc
1.1,27396359,2,13698179.5,13698179.5,50780,27345579,19300337.5,cudaDeviceSynchronize
1.0,26988189,24,1124507.9,265915.0,69220,8943990,1989118.3,cuMemImportFromShareableHandle
0.9,21943550,86,255157.6,62075.0,7830,1407230,332545.8,cuMemCreate
0.7,17998270,2495,7213.7,4170.0,2940,3908690,86172.5,cuLaunchKernelEx
0.6,14722360,108,136318.1,33495.0,1290,4704410,514245.2,cuMemMap
0.4,11043379,128,86276.4,1110.0,860,890849,170612.2,cudaStreamCreateWithPriority
0.3,8087140,351,23040.3,5740.0,3500,2924630,206104.0,cudaLaunchKernelExC_v11060
0.3,7877640,18,437646.7,16150.0,2200,2935640,907533.2,cudaStreamCreateWithFlags
0.2,4918520,1126,4368.1,3990.0,2860,34400,2278.6,cuLaunchKernel
0.1,3363330,1750,1921.9,1485.0,350,29100,1846.7,cudaEventQuery
0.1,2830919,7364,384.4,320.0,170,233890,2742.9,cudaStreamIsCapturing_v10000
0.1,1865110,1581,1179.7,880.0,380,21780,1179.6,cudaStreamWaitEvent
0.1,1701120,115,14792.3,210.0,80,449430,69026.0,cuMemGetAllocationGranularity
0.1,1672260,1404,1191.1,650.0,330,29220,1439.2,cudaEventRecord
0.0,1153670,748,1542.3,170.0,120,366550,18730.0,cudaThreadExchangeStreamCaptureMode_v10010
0.0,842490,98,8596.8,5775.0,1620,52070,10457.6,cudaMemsetAsync
0.0,780970,778,1003.8,780.0,330,17860,1203.5,cudaEventRecordWithFlags_v11010
0.0,779480,108,7217.4,2550.0,680,102680,15184.1,cuMemAddressReserve
0.0,681140,2318,293.8,230.0,80,10680,321.1,cuGetProcAddress_v2
0.0,663790,3390,195.8,120.0,80,5320,246.5,cuKernelGetName
0.0,656880,1179,557.2,420.0,160,17040,797.1,cudaStreamGetCaptureInfo_v12030
0.0,646860,581,1113.4,780.0,350,24560,1924.2,cudaGetFuncBySymbol_v11000
0.0,423090,2,211545.0,211545.0,90580,332510,171070.3,cuMemRelease
0.0,350180,3,116726.7,30420.0,22070,297690,156774.4,cudaMemGetInfo
0.0,269650,6,44941.7,44990.0,32590,55270,8488.9,cudaMemPoolCreate_v11020
0.0,222490,277,803.2,490.0,190,7960,832.3,cudaEventCreateWithFlags
0.0,135550,70,1936.4,1495.0,360,6540,1451.4,cuLibraryGetKernel
0.0,108890,154,707.1,505.0,230,8490,779.1,cudaEventDestroy
0.0,47580,1,47580.0,47580.0,47580,47580,0.0,cudaProfilerStart
0.0,44960,4,11240.0,7195.0,4570,26000,10127.9,cudaStreamDestroy
0.0,34740,93,373.5,200.0,140,2420,407.3,cudaGetDriverEntryPointByVersion_v12050
0.0,16780,23,729.6,220.0,90,4440,1179.2,cudaGetDeviceProperties_v12000
0.0,11800,6,1966.7,1885.0,1460,2700,499.3,cudaMemPoolSetAttribute_v11020
0.0,10960,7,1565.7,2060.0,340,3060,1111.5,cuInit
0.0,5410,5,1082.0,220.0,80,4640,1990.1,cuModuleGetLoadingMode

