
NOTICE: Existing SQLite export found: /home/ayu23/v8_full_results/20260921_195656/profiles_multi_node_native/tp4_pp4_dist/long_prefill_512k/node1_capture/worker_process_164278.sqlite
        It is assumed file was previously exported from: /home/ayu23/v8_full_results/20260921_195656/profiles_multi_node_native/tp4_pp4_dist/long_prefill_512k/node1_capture/worker_process_164278.nsys-rep
        Consider using --force-export=true if needed.

Processing [/home/ayu23/v8_full_results/20260921_195656/profiles_multi_node_native/tp4_pp4_dist/long_prefill_512k/node1_capture/worker_process_164278.sqlite] with [/opt/nvidia/nsight-systems/2025.6.3/host-linux-x64/reports/cuda_api_sum.py]... 
Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
82.7,5456648195,8341,654195.9,36200.0,2140,118563318,7203666.5,cudaMemcpyAsync
3.8,250499657,40,6262491.4,94700.0,33430,215235287,34233160.9,cuModuleLoadData
2.6,171807908,5652,30397.7,17745.0,3280,54405039,724350.9,cudaStreamSynchronize
2.2,143003848,26,5500148.0,135265.0,1530,139509168,27332805.0,cudaFree
1.1,73559620,11442,6428.9,3930.0,2790,4972110,70584.5,cudaLaunchKernel
1.1,73159149,33,2216943.9,1761680.0,63560,6488970,1623620.5,cuLibraryLoadData
1.1,70876538,24,2953189.1,2480334.5,469550,10367370,2216815.3,cuMemExportToShareableHandle
0.8,53513900,124,431563.7,200930.0,47740,5036320,671971.1,cuMemSetAccess
0.7,45984250,99,464487.4,157290.0,4400,5599110,945951.1,cudaMalloc
0.7,45613909,2,22806954.5,22806954.5,42930,45570979,32193192.2,cudaDeviceSynchronize
0.6,41212900,7679,5367.0,3800.0,2940,4867970,60490.8,cuLaunchKernelEx
0.5,32643240,228,143172.1,3175.0,1690,5361640,634673.3,cudaHostAlloc
0.3,21571560,86,250832.1,46465.0,7370,2714360,491631.7,cuMemCreate
0.3,20415079,4234,4821.7,315.0,210,12067429,195013.5,cuKernelGetFunction
0.3,16709810,24,696242.1,345975.0,67360,4539730,1003778.3,cuMemImportFromShareableHandle
0.2,16373390,4234,3867.1,3640.0,2770,42040,1609.3,cuLaunchKernel
0.2,11752019,1299,9047.0,4430.0,3120,2893339,95452.5,cudaLaunchKernelExC_v11060
0.2,11034499,128,86207.0,1810.0,1320,1232790,174409.9,cudaStreamCreateWithPriority
0.1,7852390,4749,1653.5,1360.0,340,215810,3475.6,cudaEventQuery
0.1,6826920,108,63212.2,37690.0,1540,1021290,112994.1,cuMemMap
0.1,5537850,3885,1425.4,760.0,380,1273780,20445.1,cudaStreamWaitEvent
0.1,4172550,3660,1140.0,570.0,330,24390,1268.1,cudaEventRecord
0.1,3767350,10388,362.7,280.0,160,297900,2937.2,cudaStreamIsCapturing_v10000
0.0,2419150,18,134397.2,14885.0,2310,849010,276521.7,cudaStreamCreateWithFlags
0.0,1713030,11442,149.7,110.0,80,11810,202.2,cuKernelGetName
0.0,1609770,2122,758.6,550.0,330,23240,863.6,cudaEventRecordWithFlags_v11010
0.0,1522230,2907,523.6,350.0,160,73600,1558.5,cudaStreamGetCaptureInfo_v12030
0.0,1511170,194,7789.5,5840.0,1750,52880,8035.1,cudaMemsetAsync
0.0,1491820,1592,937.1,180.0,130,323400,12716.5,cudaThreadExchangeStreamCaptureMode_v10010
0.0,1446690,115,12579.9,220.0,70,335170,57925.9,cuMemGetAllocationGranularity
0.0,1328040,1541,861.8,720.0,330,21980,1118.7,cudaGetFuncBySymbol_v11000
0.0,700820,108,6489.1,3035.0,770,98350,13960.5,cuMemAddressReserve
0.0,652520,2318,281.5,230.0,70,6530,236.8,cuGetProcAddress_v2
0.0,509950,2,254975.0,254975.0,90700,419250,232319.9,cuMemRelease
0.0,386800,465,831.8,530.0,190,16820,1025.6,cudaEventCreateWithFlags
0.0,362480,346,1047.6,500.0,210,144900,7769.5,cudaEventDestroy
0.0,280220,6,46703.3,41080.0,37600,62000,11492.1,cudaMemPoolCreate_v11020
0.0,191180,3,63726.7,37070.0,22620,131490,59127.8,cudaMemGetInfo
0.0,134850,70,1926.4,1395.0,400,7200,1494.6,cuLibraryGetKernel
0.0,107140,1,107140.0,107140.0,107140,107140,0.0,cudaProfilerStart
0.0,63980,93,688.0,190.0,140,31300,3232.4,cudaGetDriverEntryPointByVersion_v12050
0.0,25780,4,6445.0,6140.0,3980,9520,2643.7,cudaStreamDestroy
0.0,19520,23,848.7,290.0,90,5190,1301.9,cudaGetDeviceProperties_v12000
0.0,17970,5,3594.0,270.0,80,16780,7373.4,cuModuleGetLoadingMode
0.0,12800,6,2133.3,2165.0,1560,2530,401.7,cudaMemPoolSetAttribute_v11020
0.0,10680,7,1525.7,1350.0,500,2860,924.4,cuInit

