case,groups,purpose,tp,pp,network_provenance,network_mode,configured_network_cap_gbps,nccl_transport_provenance,physical_gpu_indices,max_num_batched_tokens,max_num_seqs,max_num_active_seqs,kv_cache_dtype,kv_cache_memory_bytes,offload_gib_total,prefix_caching,observability_profile,bench,status,requested_input_tokens,requested_output_tokens,concurrency,prompts_requested,warmups,request_rate,burstiness,probe_request_rate,bench_exit_code,completed,failed,duration,request_throughput,output_throughput,total_token_throughput,mean_ttft_ms,p50_ttft_ms,p95_ttft_ms_raw,p99_ttft_ms_raw,mean_tpot_ms,p50_tpot_ms,p95_tpot_ms_raw,p99_tpot_ms_raw,mean_itl_ms,mean_e2el_ms,actual_input_min,actual_input_max,actual_input_mean,actual_output_min,actual_output_max,actual_output_mean,input_len_exact_match,metric_samples,peak_kv_usage,peak_running,peak_waiting,mean_running,mean_waiting,preemptions_delta,preemptions_metric,prefix_hits_delta,prefix_queries_delta,prefix_hit_metric,prefix_query_metric,offload_bytes_delta,offload_time_delta_s,queue_mean_s_from_hist,prefill_mean_s_from_hist,decode_mean_s_from_hist,inference_mean_s_from_hist,gpu_node_stats_json,metrics_capture_status,p95_reliable,p99_reliable,p95_ttft_ms,p99_ttft_ms,p95_tpot_ms,p99_tpot_ms
tp4_pp2_dist,qualification;topology;long_context_scaleout;scaleout_1m,One TP4 group per node; one remote PP boundary; force 4 visible GPUs/node so placement cannot collapse to one node.,4,2,GCP_CAPPED_100G,100g,100,GCP_NCCL_SOCKET_NET_PLUGIN_DISABLED,"[0, 1, 2, 3]",8192,8,,auto,,,,,128k_c1,COMPLETED,131072,64,1,4,1,inf,,,0,4,0,12.053199949001282,0.3318620795244865,21.239173089567135,43519.06566052306,2664.6744160007074,2660.8935160002147,2677.122211000642,2679.181651000654,5.529992837283417,5.52952430951423,5.548217399166513,5.550342730590302,5.529998273809652,3013.0639647495627,131072,131072,131072,64,64,64,True,40,0.007852612503775336,1.0,0.0,0.4,0.0,0.0,vllm:num_preemptions_total,0.0,0.0,vllm:prefix_cache_hits_total,vllm:prefix_cache_queries_total,,,1.1392499800422229e-05,2.4705380004998005,0.3482809262495721,2.8188189267493726,"{""node0"": {""gpu_mem_used_peak_mb"": 90589.0, ""gpu_power_mean_w"": 184.1415625, ""gpu_samples"": 160, ""gpu_sm_clock_mean_mhz"": 2335.6875, ""gpu_util_mean_pct"": 40.23125, ""gpu_util_peak_pct"": 100.0}, ""node1"": {""gpu_mem_used_peak_mb"": 90813.0, ""gpu_power_mean_w"": 195.0096153846154, ""gpu_samples"": 156, ""gpu_sm_clock_mean_mhz"": 2350.153846153846, ""gpu_util_mean_pct"": 45.36538461538461, ""gpu_util_peak_pct"": 100.0}}",CAPTURED,False,False,,,,
tp4_pp2_dist,qualification;topology;long_context_scaleout;scaleout_1m,One TP4 group per node; one remote PP boundary; force 4 visible GPUs/node so placement cannot collapse to one node.,4,2,GCP_CAPPED_100G,100g,100,GCP_NCCL_SOCKET_NET_PLUGIN_DISABLED,"[0, 1, 2, 3]",8192,8,,auto,,,,,512k_c1,COMPLETED,524288,32,1,2,0,inf,,,0,2,0,36.45474347299751,0.05486254488339564,1.7556014362686605,28765.529533262,17982.05844900076,17982.05844900076,17988.506647500253,17989.079820700208,7.903986532255658,7.903986532255658,7.9067929209721175,7.907042377746913,7.9040028225379855,18227.082031500686,524288,524288,524288,32,32,32,True,83,0.031048021745696208,1.0,0.0,0.6867469879518072,0.0,0.0,vllm:num_preemptions_total,0.0,0.0,vllm:prefix_cache_hits_total,vllm:prefix_cache_queries_total,,,1.6185000276891515e-05,17.254518677000306,0.24421123749925755,17.498729914499563,"{""node0"": {""gpu_mem_used_peak_mb"": 90591.0, ""gpu_power_mean_w"": 286.2395180722892, ""gpu_samples"": 332, ""gpu_sm_clock_mean_mhz"": 2389.8253012048194, ""gpu_util_mean_pct"": 69.5512048192771, ""gpu_util_peak_pct"": 100.0}, ""node1"": {""gpu_mem_used_peak_mb"": 90815.0, ""gpu_power_mean_w"": 341.67876543209877, ""gpu_samples"": 324, ""gpu_sm_clock_mean_mhz"": 2392.783950617284, ""gpu_util_mean_pct"": 69.10185185185185, ""gpu_util_peak_pct"": 100.0}}",CAPTURED,False,False,,,,
tp4_pp2_dist,qualification;topology;long_context_scaleout;scaleout_1m,One TP4 group per node; one remote PP boundary; force 4 visible GPUs/node so placement cannot collapse to one node.,4,2,GCP_CAPPED_100G,100g,100,GCP_NCCL_SOCKET_NET_PLUGIN_DISABLED,"[0, 1, 2, 3]",8192,8,,auto,,,,,1m_c1,COMPLETED,1000000,32,1,1,0,inf,,,0,1,0,52.92486229399947,0.01889471142021995,0.6046307654470384,18895.3160509854,52596.87702700103,52596.87702700103,52596.87702700103,52596.87702700103,10.568299258128746,10.568299258128746,10.568299258128746,10.568299258128746,10.56830732258893,52924.49430400302,1000000,1000000,1000000,32,32,32,True,111,0.05910601026880091,1.0,0.0,0.7567567567567568,0.0,0.0,vllm:num_preemptions_total,0.0,0.0,vllm:prefix_cache_hits_total,vllm:prefix_cache_queries_total,,,1.9359998987056315e-05,51.223212791999686,0.32629226700009895,51.549505058999785,"{""node0"": {""gpu_mem_used_peak_mb"": 90591.0, ""gpu_power_mean_w"": 342.6503378378378, ""gpu_samples"": 444, ""gpu_sm_clock_mean_mhz"": 2421.637387387387, ""gpu_util_mean_pct"": 75.63063063063063, ""gpu_util_peak_pct"": 100.0}, ""node1"": {""gpu_mem_used_peak_mb"": 90815.0, ""gpu_power_mean_w"": 414.5171296296296, ""gpu_samples"": 432, ""gpu_sm_clock_mean_mhz"": 2417.847222222222, ""gpu_util_mean_pct"": 76.22916666666667, ""gpu_util_peak_pct"": 100.0}}",CAPTURED,False,False,,,,
tp8_pp2_dist,topology;long_context_scaleout;scaleout_1m,"TP8 within each 8-GPU node, PP across nodes.",8,2,GCP_CAPPED_100G,100g,100,GCP_NCCL_SOCKET_NET_PLUGIN_DISABLED,"[0, 1, 2, 3, 4, 5, 6, 7]",8192,8,,auto,,,,,128k_c1,COMPLETED,131072,64,1,4,1,inf,,,0,4,0,13.215048026002478,0.30268524125901275,19.371855440576816,39692.93179774189,2825.795526749971,2826.7472190000262,2827.8380954996464,2827.8865622992816,7.582972019845906,7.583564753971702,7.590436767491661,7.591195226541747,7.582976503986823,3303.522764000263,131072,131072,131072,64,64,64,True,42,0.007761849606642723,1.0,0.0,0.42857142857142855,0.0,0.0,vllm:num_preemptions_total,0.0,0.0,vllm:prefix_cache_hits_total,vllm:prefix_cache_queries_total,,,1.2267499187146313e-05,2.6307341860001543,0.477500260000852,3.1082344460010063,"{""node0"": {""gpu_mem_used_peak_mb"": 89525.0, ""gpu_power_mean_w"": 159.58892857142857, ""gpu_samples"": 336, ""gpu_sm_clock_mean_mhz"": 2329.467261904762, ""gpu_util_mean_pct"": 47.017857142857146, ""gpu_util_peak_pct"": 100.0}, ""node1"": {""gpu_mem_used_peak_mb"": 89609.0, ""gpu_power_mean_w"": 157.72612804878048, ""gpu_samples"": 328, ""gpu_sm_clock_mean_mhz"": 2339.0365853658536, ""gpu_util_mean_pct"": 48.2530487804878, ""gpu_util_peak_pct"": 100.0}}",CAPTURED,False,False,,,,
tp8_pp2_dist,topology;long_context_scaleout;scaleout_1m,"TP8 within each 8-GPU node, PP across nodes.",8,2,GCP_CAPPED_100G,100g,100,GCP_NCCL_SOCKET_NET_PLUGIN_DISABLED,"[0, 1, 2, 3, 4, 5, 6, 7]",8192,8,,auto,,,,,512k_c1,COMPLETED,524288,32,1,2,0,inf,,,0,2,0,31.713240364999365,0.06306514178246257,2.0180845370388023,33066.31513938078,15548.374735501056,15548.374735501056,15572.904005551209,15575.084385111222,9.934503290306537,9.934503290306537,9.97773043542815,9.981572848327849,9.934520709711865,15856.344337500559,524288,524288,524288,32,32,32,True,74,0.030866890296183724,1.0,0.0,0.6486486486486487,0.0,0.0,vllm:num_preemptions_total,0.0,0.0,vllm:prefix_cache_hits_total,vllm:prefix_cache_queries_total,,,2.170499828935135e-05,14.826275953500954,0.30714829199860105,15.133424245499555,"{""node0"": {""gpu_mem_used_peak_mb"": 89527.0, ""gpu_power_mean_w"": 215.81493243243244, ""gpu_samples"": 592, ""gpu_sm_clock_mean_mhz"": 2380.7060810810813, ""gpu_util_mean_pct"": 64.14358108108108, ""gpu_util_peak_pct"": 100.0}, ""node1"": {""gpu_mem_used_peak_mb"": 89609.0, ""gpu_power_mean_w"": 241.23686643835617, ""gpu_samples"": 584, ""gpu_sm_clock_mean_mhz"": 2388.1369863013697, ""gpu_util_mean_pct"": 65.51198630136986, ""gpu_util_peak_pct"": 100.0}}",CAPTURED,False,False,,,,
tp8_pp2_dist,topology;long_context_scaleout;scaleout_1m,"TP8 within each 8-GPU node, PP across nodes.",8,2,GCP_CAPPED_100G,100g,100,GCP_NCCL_SOCKET_NET_PLUGIN_DISABLED,"[0, 1, 2, 3, 4, 5, 6, 7]",8192,8,,auto,,,,,1m_c1,COMPLETED,1000000,32,1,1,0,inf,,,0,1,0,41.8500875039972,0.023894812642972076,0.7646340045751064,23895.57727697665,41462.06910099863,41462.06910099863,41462.06910099863,41462.06910099863,12.505773645135642,12.505773645135642,12.505773645135642,12.505773645135642,12.505781387106605,41849.74808399784,1000000,1000000,1000000,32,32,32,True,92,0.05881556581777703,1.0,0.0,0.7065217391304348,0.0,0.0,vllm:num_preemptions_total,0.0,0.0,vllm:prefix_cache_hits_total,vllm:prefix_cache_queries_total,,,2.1739997464464977e-05,40.10428599599982,0.38633804300116026,40.49062403900098,"{""node0"": {""gpu_mem_used_peak_mb"": 89531.0, ""gpu_power_mean_w"": 247.85903532608697, ""gpu_samples"": 736, ""gpu_sm_clock_mean_mhz"": 2402.8872282608695, ""gpu_util_mean_pct"": 63.96059782608695, ""gpu_util_peak_pct"": 100.0}, ""node1"": {""gpu_mem_used_peak_mb"": 89615.0, ""gpu_power_mean_w"": 288.4242857142857, ""gpu_samples"": 728, ""gpu_sm_clock_mean_mhz"": 2411.2843406593406, ""gpu_util_mean_pct"": 71.34615384615384, ""gpu_util_peak_pct"": 100.0}}",CAPTURED,False,False,,,,
tp4_pp4_dist,topology;long_context_scaleout;scaleout_1m,Four TP4 stages across two nodes; local TP groups with multiple PP boundaries.,4,4,GCP_CAPPED_100G,100g,100,GCP_NCCL_SOCKET_NET_PLUGIN_DISABLED,"[0, 1, 2, 3, 4, 5, 6, 7]",8192,8,,auto,,,,,128k_c1,COMPLETED,131072,64,1,4,1,inf,,,0,4,0,8.472187807001319,0.47213306540424493,30.216516185871676,61913.641664851064,1760.7078204991922,1758.5592754985555,1770.8502064997447,1772.3660572999506,5.667959150799554,5.6642049444596365,5.685523547591791,5.688191909489216,5.667966571439008,2117.789246999564,131072,131072,131072,64,64,64,True,34,0.0036512751376249764,1.0,0.0,0.3235294117647059,0.0,0.0,vllm:num_preemptions_total,0.0,0.0,vllm:prefix_cache_hits_total,vllm:prefix_cache_queries_total,,,1.2822499229514506e-05,1.5640521305012953,0.3570741289995567,1.921126259500852,"{""node0"": {""gpu_mem_used_peak_mb"": 90967.0, ""gpu_power_mean_w"": 151.6577573529412, ""gpu_samples"": 272, ""gpu_sm_clock_mean_mhz"": 2330.6654411764707, ""gpu_util_mean_pct"": 35.963235294117645, ""gpu_util_peak_pct"": 100.0}, ""node1"": {""gpu_mem_used_peak_mb"": 90967.0, ""gpu_power_mean_w"": 154.81950757575757, ""gpu_samples"": 264, ""gpu_sm_clock_mean_mhz"": 2344.3030303030305, ""gpu_util_mean_pct"": 34.16287878787879, ""gpu_util_peak_pct"": 100.0}}",CAPTURED,False,False,,,,
tp4_pp4_dist,topology;long_context_scaleout;scaleout_1m,Four TP4 stages across two nodes; local TP groups with multiple PP boundaries.,4,4,GCP_CAPPED_100G,100g,100,GCP_NCCL_SOCKET_NET_PLUGIN_DISABLED,"[0, 1, 2, 3, 4, 5, 6, 7]",8192,8,,auto,,,,,512k_c1,COMPLETED,524288,32,1,2,0,inf,,,0,2,0,21.281112938999286,0.09398004727162766,3.007361512692085,49275.61838545982,10389.330726498883,10389.330726498883,10392.687843050226,10392.986253410345,8.094253000015142,8.094253000015142,8.098829209736703,8.099235983934177,8.094273967740705,10640.252569499353,524288,524288,524288,32,32,32,True,57,0.014422536793618712,1.0,0.0,0.543859649122807,0.0,0.0,vllm:num_preemptions_total,0.0,0.0,vllm:prefix_cache_hits_total,vllm:prefix_cache_queries_total,,,1.60550007421989e-05,9.640045445001306,0.24998035799762874,9.890025802998935,"{""node0"": {""gpu_mem_used_peak_mb"": 90967.0, ""gpu_power_mean_w"": 234.31322368421053, ""gpu_samples"": 456, ""gpu_sm_clock_mean_mhz"": 2368.6644736842104, ""gpu_util_mean_pct"": 56.21052631578947, ""gpu_util_peak_pct"": 100.0}, ""node1"": {""gpu_mem_used_peak_mb"": 90967.0, ""gpu_power_mean_w"": 270.406052631579, ""gpu_samples"": 456, ""gpu_sm_clock_mean_mhz"": 2382.8618421052633, ""gpu_util_mean_pct"": 56.01535087719298, ""gpu_util_peak_pct"": 100.0}}",CAPTURED,False,False,,,,
tp4_pp4_dist,topology;long_context_scaleout;scaleout_1m,Four TP4 stages across two nodes; local TP groups with multiple PP boundaries.,4,4,GCP_CAPPED_100G,100g,100,GCP_NCCL_SOCKET_NET_PLUGIN_DISABLED,"[0, 1, 2, 3, 4, 5, 6, 7]",8192,8,,auto,,,,,1m_c1,COMPLETED,1000000,32,1,1,0,inf,,,0,1,0,29.197065481999743,0.03425001737303049,1.0960005559369757,34251.11337358643,28865.660886000114,28865.660886000114,28865.660886000114,28865.660886000114,10.678897935459617,10.678897935459617,10.678897935459617,10.678897935459617,10.678907612952658,29196.706721999362,1000000,1000000,1000000,32,32,32,True,72,0.02748286709358494,1.0,0.0,0.625,0.0,0.0,vllm:num_preemptions_total,0.0,0.0,vllm:prefix_cache_hits_total,vllm:prefix_cache_queries_total,,,2.1480002033058554e-05,27.48037431099874,0.32963823600221076,27.81001254700095,"{""node0"": {""gpu_mem_used_peak_mb"": 90967.0, ""gpu_power_mean_w"": 279.56296875, ""gpu_samples"": 576, ""gpu_sm_clock_mean_mhz"": 2400.640625, ""gpu_util_mean_pct"": 62.927083333333336, ""gpu_util_peak_pct"": 100.0}, ""node1"": {""gpu_mem_used_peak_mb"": 90967.0, ""gpu_power_mean_w"": 333.7568309859155, ""gpu_samples"": 568, ""gpu_sm_clock_mean_mhz"": 2409.7852112676055, ""gpu_util_mean_pct"": 61.95246478873239, ""gpu_util_peak_pct"": 100.0}}",CAPTURED,False,False,,,,
tp16_pp1_dist,topology;stress;long_context_scaleout;scaleout_1m,Cross-node TP16 stress; failure is evidence only for this tested GCP/Ray/NCCL stack.,16,1,GCP_CAPPED_100G,100g,100,GCP_NCCL_SOCKET_NET_PLUGIN_DISABLED,"[0, 1, 2, 3, 4, 5, 6, 7]",8192,8,,auto,,,,,128k_c1,COMPLETED,131072,64,1,3,0,inf,,,0,3,0,32.16110778899747,0.09328036893761228,5.969943612007186,12232.414461002725,9735.82646066643,9734.49021399938,9763.185211000018,9765.735877400075,15.623837867727081,15.623677285706407,15.625784714286548,15.62597204127145,15.6238462275329,10720.128246333237,131072,131072,131072,64,64,64,True,73,0.01595232922628098,1.0,0.0,0.6712328767123288,0.0,0.0,vllm:num_preemptions_total,0.0,0.0,vllm:prefix_cache_hits_total,vllm:prefix_cache_queries_total,,,1.4470001284886772e-05,9.533550326332866,0.9842000659979627,10.51775039233083,"{""node0"": {""gpu_mem_used_peak_mb"": 88791.0, ""gpu_power_mean_w"": 143.99289383561643, ""gpu_samples"": 584, ""gpu_sm_clock_mean_mhz"": 2326.5376712328766, ""gpu_util_mean_pct"": 70.68150684931507, ""gpu_util_peak_pct"": 100.0}, ""node1"": {""gpu_mem_used_peak_mb"": 88791.0, ""gpu_power_mean_w"": 136.89161458333334, ""gpu_samples"": 576, ""gpu_sm_clock_mean_mhz"": 2330.0243055555557, ""gpu_util_mean_pct"": 70.68923611111111, ""gpu_util_peak_pct"": 100.0}}",CAPTURED,False,False,,,,
